InvoiceID,RentTime,TotalPrice,PaymentMethod,CreateTime,Status,BookingID,DiscountID,CourtID,CID
INV00191,2024-11-11 19:00:00,470000,ShopeePay,2024-11-11 19:00:00,Đã thanh toán,BKG01084,,CRT0060,EMP0037
INV00192,2024-02-07 19:00:00,449000,Tiền mặt,2024-02-07 19:00:00,Đã thanh toán,BKG00476,,CRT0061,EMP0004
INV00193,2024-06-30 10:00:00,801000,Tiền mặt,2024-06-30 10:00:00,Chưa thanh toán,BKG00992,,CRT0087,EMP0117
INV00194,2024-09-24 19:00:00,544000,VNPay,2024-09-24 19:00:00,Đã thanh toán,BKG00071,DSC024,CRT0060,EMP0017
INV00195,2024-01-29 06:00:00,589000,ZaloPay,2024-01-29 06:00:00,Đã thanh toán,BKG00386,DSC005,CRT0068,EMP0067
INV00196,2024-11-28 08:00:00,736000,Tiền mặt,2024-11-28 08:00:00,Đã thanh toán,BKG00513,,CRT0087,EMP0065
INV00197,2024-06-12 19:00:00,262000,MoMo,2024-06-12 19:00:00,Đã thanh toán,BKG00576,DSC003,CRT0086,EMP0093
INV00198,2024-05-26 19:00:00,1076000,Tiền mặt,2024-05-26 19:00:00,Chưa thanh toán,BKG00679,,CRT0009,EMP0114
INV00199,2024-11-07 17:00:00,500000,Chuyển khoản ngân hàng,2024-11-07 17:00:00,Chưa thanh toán,BKG00197,DSC021,CRT0067,EMP0111
INV00200,2024-11-26 20:00:00,890000,Tiền mặt,2024-11-26 20:00:00,Chưa thanh toán,BKG00589,DSC048,CRT0106,EMP0065
INV00201,2024-01-19 20:00:00,780000,Chuyển khoản ngân hàng,2024-01-19 20:00:00,Chưa thanh toán,BKG01023,DSC033,CRT0064,EMP0112
INV00202,2024-09-08 11:00:00,112000,ZaloPay,2024-09-08 11:00:00,Đã thanh toán,BKG01100,DSC034,CRT0048,EMP0031
INV00203,2024-05-14 19:00:00,363000,MoMo,2024-05-14 19:00:00,Đã thanh toán,BKG00875,,CRT0015,EMP0073
INV00204,2024-03-11 19:00:00,1427000,Thẻ Visa/Master,2024-03-11 19:00:00,Chưa thanh toán,BKG00864,,CRT0099,EMP0089
INV00205,2024-12-28 09:00:00,971000,MoMo,2024-12-28 09:00:00,Đã thanh toán,BKG01389,,CRT0010,EMP0013
INV00206,2024-09-02 21:00:00,141000,Chuyển khoản ngân hàng,2024-09-02 21:00:00,Chưa thanh toán,BKG01295,,CRT0036,EMP0047
INV00207,2024-12-24 20:00:00,544000,Tiền mặt,2024-12-24 20:00:00,Chưa thanh toán,BKG00489,,CRT0004,EMP0004
INV00208,2024-02-22 17:00:00,970000,VNPay,2024-02-22 17:00:00,Đang xử lý,BKG00235,,CRT0084,EMP0042
INV00209,2024-01-23 15:00:00,1042000,Chuyển khoản ngân hàng,2024-01-23 15:00:00,Đã thanh toán,BKG00656,,CRT0035,EMP0016
INV00210,2024-10-17 18:00:00,993000,VNPay,2024-10-17 18:00:00,Đã thanh toán,BKG00784,,CRT0084,EMP0007
INV00211,2024-11-11 19:00:00,988000,Thẻ Visa/Master,2024-11-11 19:00:00,Đã thanh toán,BKG01084,,CRT0046,EMP0070
INV00212,2024-06-04 19:00:00,906000,ZaloPay,2024-06-04 19:00:00,Đã thanh toán,BKG00427,,CRT0086,EMP0030
INV00213,2024-04-22 20:00:00,674000,Chuyển khoản ngân hàng,2024-04-22 20:00:00,Đã thanh toán,BKG00483,,CRT0029,EMP0069
INV00214,2024-10-07 20:00:00,1105000,Tiền mặt,2024-10-07 20:00:00,Đã thanh toán,BKG00403,,CRT0032,EMP0108
INV00215,2024-03-09 20:00:00,424000,ZaloPay,2024-03-09 20:00:00,Đã thanh toán,BKG01264,DSC060,CRT0071,EMP0041
INV00216,2024-05-25 09:00:00,881000,Chuyển khoản ngân hàng,2024-05-25 09:00:00,Đã thanh toán,BKG00110,,CRT0030,EMP0070
INV00217,2024-08-02 18:00:00,1146000,Chuyển khoản ngân hàng,2024-08-02 18:00:00,Hủy,BKG00291,DSC040,CRT0109,EMP0093
INV00218,2024-02-14 19:00:00,1041000,Tiền mặt,2024-02-14 19:00:00,Đã thanh toán,BKG00447,DSC056,CRT0077,EMP0103
INV00219,2024-09-30 19:00:00,210000,Chuyển khoản ngân hàng,2024-09-30 19:00:00,Đã thanh toán,BKG00614,,CRT0048,EMP0133
INV00220,2024-04-12 17:00:00,121000,Chuyển khoản ngân hàng,2024-04-12 17:00:00,Đã thanh toán,BKG01217,DSC011,CRT0094,EMP0142
INV00221,2024-05-03 20:00:00,771000,Chuyển khoản ngân hàng,2024-05-03 20:00:00,Đã thanh toán,BKG00062,,CRT0013,EMP0049
INV00222,2024-07-08 18:00:00,356000,Tiền mặt,2024-07-08 18:00:00,Đã thanh toán,BKG01163,DSC011,CRT0094,EMP0110
INV00223,2024-08-23 06:00:00,1345000,Thẻ Visa/Master,2024-08-23 06:00:00,Đã thanh toán,BKG01285,,CRT0044,EMP0032
INV00224,2024-05-14 20:00:00,686000,Tiền mặt,2024-05-14 20:00:00,Đã thanh toán,BKG00836,,CRT0007,EMP0063
INV00225,2024-03-26 17:00:00,662000,Chuyển khoản ngân hàng,2024-03-26 17:00:00,Đã thanh toán,BKG00884,,CRT0035,EMP0093
INV00226,2024-03-18 06:00:00,191000,Tiền mặt,2024-03-18 06:00:00,Đã thanh toán,BKG00155,DSC032,CRT0105,EMP0031
INV00227,2024-02-07 07:00:00,828000,Tiền mặt,2024-02-07 07:00:00,Đã thanh toán,BKG01050,,CRT0068,EMP0047
INV00228,2024-06-25 20:00:00,553000,VNPay,2024-06-25 20:00:00,Chưa thanh toán,BKG00338,,CRT0041,EMP0059
INV00229,2024-10-29 06:00:00,993000,ZaloPay,2024-10-29 06:00:00,Đã thanh toán,BKG00866,,CRT0106,EMP0038
INV00230,2024-08-29 18:00:00,355000,ZaloPay,2024-08-29 18:00:00,Đã thanh toán,BKG00190,DSC057,CRT0081,EMP0137
INV00231,2024-04-28 18:00:00,1866000,Tiền mặt,2024-04-28 18:00:00,Đã thanh toán,BKG01176,,CRT0032,EMP0022
INV00232,2024-04-14 20:00:00,772000,Thẻ Visa/Master,2024-04-14 20:00:00,Đã thanh toán,BKG01251,DSC030,CRT0046,EMP0014
INV00233,2024-09-02 06:00:00,782000,Thẻ Visa/Master,2024-09-02 06:00:00,Hủy,BKG00682,DSC038,CRT0018,EMP0116
INV00234,2024-10-09 20:00:00,827000,Chuyển khoản ngân hàng,2024-10-09 20:00:00,Hủy,BKG00828,DSC017,CRT0068,EMP0071
INV00235,2024-09-25 14:00:00,432000,ZaloPay,2024-09-25 14:00:00,Đã thanh toán,BKG00666,DSC054,CRT0020,EMP0064
INV00236,2024-10-20 17:00:00,487000,Tiền mặt,2024-10-20 17:00:00,Đã thanh toán,BKG00450,,CRT0002,EMP0104
INV00237,2024-10-27 10:00:00,280000,Tiền mặt,2024-10-27 10:00:00,Đã thanh toán,BKG00311,DSC048,CRT0037,EMP0033
INV00238,2024-09-16 17:00:00,530000,Tiền mặt,2024-09-16 17:00:00,Đã thanh toán,BKG01298,DSC019,CRT0104,EMP0089
INV00239,2024-07-04 18:00:00,719000,Chuyển khoản ngân hàng,2024-07-04 18:00:00,Chưa thanh toán,BKG00275,,CRT0063,EMP0075
INV00240,2024-01-04 15:00:00,328000,Thẻ Visa/Master,2024-01-04 15:00:00,Đã thanh toán,BKG00201,,CRT0050,EMP0127
INV00241,2024-06-18 11:00:00,334000,Chuyển khoản ngân hàng,2024-06-18 11:00:00,Chưa thanh toán,BKG00077,,CRT0034,EMP0117
INV00242,2024-07-17 16:00:00,576000,ZaloPay,2024-07-17 16:00:00,Đã thanh toán,BKG00753,,CRT0033,EMP0068
INV00243,2024-12-25 18:00:00,640000,ZaloPay,2024-12-25 18:00:00,Đã thanh toán,BKG00877,,CRT0022,EMP0104
INV00244,2024-07-04 20:00:00,744000,Thẻ Visa/Master,2024-07-04 20:00:00,Đã thanh toán,BKG00793,DSC059,CRT0008,EMP0024
INV00245,2024-04-11 18:00:00,438000,Tiền mặt,2024-04-11 18:00:00,Đã thanh toán,BKG01324,DSC036,CRT0049,EMP0095
INV00246,2024-11-28 17:00:00,238000,MoMo,2024-11-28 17:00:00,Đã thanh toán,BKG01275,DSC033,CRT0039,EMP0002
INV00247,2024-04-01 20:00:00,368000,Chuyển khoản ngân hàng,2024-04-01 20:00:00,Đã thanh toán,BKG01131,DSC018,CRT0050,EMP0145
INV00248,2024-04-04 06:00:00,435000,MoMo,2024-04-04 06:00:00,Đã thanh toán,BKG00957,,CRT0047,EMP0075
INV00249,2024-04-18 17:00:00,524000,Tiền mặt,2024-04-18 17:00:00,Đã thanh toán,BKG00036,DSC040,CRT0011,EMP0092
INV00250,2024-11-03 19:00:00,541000,Tiền mặt,2024-11-03 19:00:00,Đã thanh toán,BKG00053,,CRT0056,EMP0038
INV00251,2024-03-14 06:00:00,252000,Tiền mặt,2024-03-14 06:00:00,Đã thanh toán,BKG00224,,CRT0018,EMP0007
INV00252,2024-08-04 20:00:00,913000,Thẻ Visa/Master,2024-08-04 20:00:00,Đã thanh toán,BKG01061,,CRT0018,EMP0093
INV00253,2024-10-16 18:00:00,278000,Tiền mặt,2024-10-16 18:00:00,Đã thanh toán,BKG00949,DSC008,CRT0094,EMP0054
INV00254,2024-09-24 06:00:00,303000,Chuyển khoản ngân hàng,2024-09-24 06:00:00,Đã thanh toán,BKG00081,DSC007,CRT0090,EMP0114
INV00255,2024-10-05 17:00:00,929000,Thẻ Visa/Master,2024-10-05 17:00:00,Đã thanh toán,BKG00956,,CRT0074,EMP0094
INV00256,2024-02-13 18:00:00,641000,MoMo,2024-02-13 18:00:00,Đã thanh toán,BKG00334,DSC021,CRT0069,EMP0031
INV00257,2024-03-16 10:00:00,310000,Tiền mặt,2024-03-16 10:00:00,Đã thanh toán,BKG00645,,CRT0014,EMP0127
INV00258,2024-04-19 17:00:00,221000,Chuyển khoản ngân hàng,2024-04-19 17:00:00,Đã thanh toán,BKG00261,,CRT0037,EMP0104
INV00259,2024-12-25 17:00:00,685000,Tiền mặt,2024-12-25 17:00:00,Chưa thanh toán,BKG00067,DSC020,CRT0109,EMP0013
INV00260,2024-07-08 18:00:00,510000,Thẻ Visa/Master,2024-07-08 18:00:00,Đã thanh toán,BKG01163,DSC050,CRT0087,EMP0013
INV00261,2024-05-23 19:00:00,1087000,ZaloPay,2024-05-23 19:00:00,Đã thanh toán,BKG00207,,CRT0046,EMP0087
INV00262,2024-12-11 20:00:00,731000,Thẻ Visa/Master,2024-12-11 20:00:00,Đã thanh toán,BKG01067,DSC021,CRT0043,EMP0100
INV00263,2024-01-15 18:00:00,954000,Tiền mặt,2024-01-15 18:00:00,Đã thanh toán,BKG00705,,CRT0062,EMP0129
INV00264,2024-09-16 11:00:00,637000,Chuyển khoản ngân hàng,2024-09-16 11:00:00,Hủy,BKG00127,,CRT0071,EMP0014
INV00265,2024-04-13 17:00:00,376000,Chuyển khoản ngân hàng,2024-04-13 17:00:00,Đã thanh toán,BKG00728,DSC002,CRT0106,EMP0126
INV00266,2024-04-23 19:00:00,183000,Thẻ Visa/Master,2024-04-23 19:00:00,Đã thanh toán,BKG01386,,CRT0016,EMP0052
INV00267,2024-12-25 18:00:00,1025000,Tiền mặt,2024-12-25 18:00:00,Đã thanh toán,BKG00877,DSC003,CRT0032,EMP0089
INV00268,2024-10-25 17:00:00,242000,ZaloPay,2024-10-25 17:00:00,Chưa thanh toán,BKG00611,,CRT0074,EMP0074
INV00269,2024-01-29 19:00:00,248000,Thẻ Visa/Master,2024-01-29 19:00:00,Đã thanh toán,BKG00797,,CRT0051,EMP0109
INV00270,2024-01-15 18:00:00,852000,Chuyển khoản ngân hàng,2024-01-15 18:00:00,Hủy,BKG00842,,CRT0056,EMP0096
INV00271,2024-11-11 10:00:00,776000,Tiền mặt,2024-11-11 10:00:00,Đã thanh toán,BKG00662,,CRT0058,EMP0076
INV00272,2024-03-12 18:00:00,722000,Tiền mặt,2024-03-12 18:00:00,Đã thanh toán,BKG00394,DSC041,CRT0024,EMP0020
INV00273,2024-04-25 18:00:00,538000,Tiền mặt,2024-04-25 18:00:00,Đã thanh toán,BKG00096,,CRT0016,EMP0121
INV00274,2024-05-03 20:00:00,194000,VNPay,2024-05-03 20:00:00,Chưa thanh toán,BKG00392,,CRT0094,EMP0144
INV00275,2024-08-03 19:00:00,709000,Thẻ Visa/Master,2024-08-03 19:00:00,Đã thanh toán,BKG01232,,CRT0106,EMP0116
INV00276,2024-12-17 20:00:00,974000,Thẻ Visa/Master,2024-12-17 20:00:00,Đã thanh toán,BKG00023,,CRT0054,EMP0052
INV00277,2024-09-28 06:00:00,622000,ZaloPay,2024-09-28 06:00:00,Đã thanh toán,BKG00402,DSC035,CRT0012,EMP0047
INV00278,2024-04-07 08:00:00,898000,Tiền mặt,2024-04-07 08:00:00,Hủy,BKG01005,,CRT0101,EMP0014
INV00279,2024-05-30 21:00:00,343000,Chuyển khoản ngân hàng,2024-05-30 21:00:00,Đã thanh toán,BKG00738,DSC040,CRT0026,EMP0063
INV00280,2024-07-08 10:00:00,493000,Tiền mặt,2024-07-08 10:00:00,Đã thanh toán,BKG01056,DSC014,CRT0037,EMP0133
INV00281,2024-03-12 09:00:00,500000,Tiền mặt,2024-03-12 09:00:00,Đã thanh toán,BKG00026,DSC060,CRT0105,EMP0005
INV00282,2024-08-29 17:00:00,430000,Thẻ Visa/Master,2024-08-29 17:00:00,Đã thanh toán,BKG00073,DSC008,CRT0024,EMP0138
INV00283,2024-04-09 19:00:00,1016000,Chuyển khoản ngân hàng,2024-04-09 19:00:00,Đã thanh toán,BKG00817,DSC023,CRT0109,EMP0089
INV00284,2024-11-28 20:00:00,593000,ZaloPay,2024-11-28 20:00:00,Chưa thanh toán,BKG00195,,CRT0070,EMP0097
INV00285,2024-12-22 19:00:00,995000,Tiền mặt,2024-12-22 19:00:00,Đã thanh toán,BKG00188,,CRT0021,EMP0127
INV00286,2024-07-10 17:00:00,555000,Tiền mặt,2024-07-10 17:00:00,Đã thanh toán,BKG00978,DSC050,CRT0091,EMP0014
INV00287,2024-05-04 08:00:00,977000,Tiền mặt,2024-05-04 08:00:00,Đã thanh toán,BKG01294,DSC018,CRT0023,EMP0123
INV00288,2024-03-22 07:00:00,448000,Tiền mặt,2024-03-22 07:00:00,Đã thanh toán,BKG00530,,CRT0068,EMP0126
INV00289,2024-07-17 19:00:00,322000,Thẻ Visa/Master,2024-07-17 19:00:00,Đã thanh toán,BKG00694,,CRT0028,EMP0093
INV00290,2024-02-24 20:00:00,799000,Chuyển khoản ngân hàng,2024-02-24 20:00:00,Đang xử lý,BKG00473,DSC015,CRT0023,EMP0050
INV00291,2024-12-21 19:00:00,109000,Tiền mặt,2024-12-21 19:00:00,Chưa thanh toán,BKG00630,,CRT0071,EMP0008
INV00292,2024-07-12 19:00:00,772000,Tiền mặt,2024-07-12 19:00:00,Đã thanh toán,BKG00051,,CRT0033,EMP0119
INV00293,2024-05-08 17:00:00,389000,Tiền mặt,2024-05-08 17:00:00,Đã thanh toán,BKG00770,,CRT0004,EMP0095
INV00294,2024-07-21 17:00:00,215000,Chuyển khoản ngân hàng,2024-07-21 17:00:00,Đã thanh toán,BKG00965,DSC009,CRT0061,EMP0024
INV00295,2024-06-30 10:00:00,773000,ShopeePay,2024-06-30 10:00:00,Đã thanh toán,BKG00992,,CRT0023,EMP0066
INV00296,2024-07-21 17:00:00,831000,MoMo,2024-07-21 17:00:00,Chưa thanh toán,BKG00113,,CRT0095,EMP0023
INV00297,2024-04-01 19:00:00,351000,Tiền mặt,2024-04-01 19:00:00,Đã thanh toán,BKG00415,DSC027,CRT0062,EMP0129
INV00298,2024-09-21 19:00:00,778000,Tiền mặt,2024-09-21 19:00:00,Đã thanh toán,BKG01288,DSC010,CRT0073,EMP0033
INV00299,2024-05-06 22:00:00,502000,Chuyển khoản ngân hàng,2024-05-06 22:00:00,Đã thanh toán,BKG00925,DSC042,CRT0077,EMP0062
INV00300,2024-11-01 16:00:00,624000,Tiền mặt,2024-11-01 16:00:00,Hủy,BKG00433,,CRT0006,EMP0132
INV00301,2024-11-23 18:00:00,557000,Chuyển khoản ngân hàng,2024-11-23 18:00:00,Đã thanh toán,BKG00331,,CRT0036,EMP0016
INV00302,2024-02-13 19:00:00,430000,VNPay,2024-02-13 19:00:00,Đã thanh toán,BKG00599,DSC020,CRT0058,EMP0054
INV00303,2024-10-02 17:00:00,438000,Thẻ Visa/Master,2024-10-02 17:00:00,Đã thanh toán,BKG01350,DSC028,CRT0050,EMP0022
INV00304,2024-05-13 20:00:00,827000,MoMo,2024-05-13 20:00:00,Đang xử lý,BKG00030,,CRT0100,EMP0136
INV00305,2024-01-07 19:00:00,476000,Chuyển khoản ngân hàng,2024-01-07 19:00:00,Đã thanh toán,BKG00192,,CRT0097,EMP0109
INV00306,2024-09-22 18:00:00,377000,Thẻ Visa/Master,2024-09-22 18:00:00,Đã thanh toán,BKG01149,,CRT0053,EMP0038
INV00307,2024-12-25 19:00:00,210000,Tiền mặt,2024-12-25 19:00:00,Đã thanh toán,BKG00486,DSC038,CRT0048,EMP0068
INV00308,2024-09-08 18:00:00,280000,Tiền mặt,2024-09-08 18:00:00,Đã thanh toán,BKG01179,,CRT0102,EMP0140
INV00309,2024-10-02 17:00:00,936000,ZaloPay,2024-10-02 17:00:00,Đã thanh toán,BKG01350,,CRT0008,EMP0014
INV00310,2024-06-20 16:00:00,490000,Tiền mặt,2024-06-20 16:00:00,Đã thanh toán,BKG00985,DSC018,CRT0008,EMP0071
INV00311,2024-03-24 20:00:00,693000,ShopeePay,2024-03-24 20:00:00,Đã thanh toán,BKG00704,,CRT0036,EMP0060
INV00312,2024-07-19 18:00:00,716000,Chuyển khoản ngân hàng,2024-07-19 18:00:00,Đã thanh toán,BKG01314,DSC017,CRT0001,EMP0136
INV00313,2024-08-11 20:00:00,343000,VNPay,2024-08-11 20:00:00,Chưa thanh toán,BKG00186,DSC026,CRT0048,EMP0086
INV00314,2024-04-21 15:00:00,366000,Chuyển khoản ngân hàng,2024-04-21 15:00:00,Đã thanh toán,BKG01303,,CRT0012,EMP0056
INV00315,2024-01-12 06:00:00,595000,Tiền mặt,2024-01-12 06:00:00,Đang xử lý,BKG00890,DSC031,CRT0015,EMP0033
INV00316,2024-11-29 20:00:00,366000,MoMo,2024-11-29 20:00:00,Đã thanh toán,BKG01244,DSC007,CRT0089,EMP0099
INV00317,2024-08-08 21:00:00,507000,MoMo,2024-08-08 21:00:00,Đã thanh toán,BKG00578,,CRT0038,EMP0003
INV00318,2024-06-17 14:00:00,778000,MoMo,2024-06-17 14:00:00,Đã thanh toán,BKG00058,,CRT0042,EMP0070
INV00319,2024-01-13 17:00:00,1159000,Thẻ Visa/Master,2024-01-13 17:00:00,Đã thanh toán,BKG00327,,CRT0100,EMP0010
INV00320,2024-12-10 16:00:00,644000,Chuyển khoản ngân hàng,2024-12-10 16:00:00,Chưa thanh toán,BKG01290,,CRT0060,EMP0021
INV00321,2024-07-17 20:00:00,644000,ShopeePay,2024-07-17 20:00:00,Đã thanh toán,BKG00464,,CRT0014,EMP0134
INV00322,2024-09-06 20:00:00,365000,Tiền mặt,2024-09-06 20:00:00,Đã thanh toán,BKG00941,,CRT0095,EMP0031
INV00323,2024-04-20 20:00:00,562000,Chuyển khoản ngân hàng,2024-04-20 20:00:00,Đã thanh toán,BKG00865,,CRT0063,EMP0148
INV00324,2024-03-12 20:00:00,718000,Chuyển khoản ngân hàng,2024-03-12 20:00:00,Đã thanh toán,BKG01078,,CRT0056,EMP0109
INV00325,2024-01-10 11:00:00,452000,ZaloPay,2024-01-10 11:00:00,Đã thanh toán,BKG01128,,CRT0003,EMP0133
INV00326,2024-08-30 08:00:00,1146000,VNPay,2024-08-30 08:00:00,Đã thanh toán,BKG00750,DSC056,CRT0079,EMP0022
INV00327,2024-07-26 10:00:00,350000,Thẻ Visa/Master,2024-07-26 10:00:00,Đã thanh toán,BKG01365,,CRT0003,EMP0140
INV00328,2024-04-26 17:00:00,780000,MoMo,2024-04-26 17:00:00,Đã thanh toán,BKG01133,,CRT0012,EMP0137
INV00329,2024-04-28 19:00:00,329000,Chuyển khoản ngân hàng,2024-04-28 19:00:00,Đã thanh toán,BKG01004,,CRT0035,EMP0104
INV00330,2024-06-22 20:00:00,368000,Tiền mặt,2024-06-22 20:00:00,Đã thanh toán,BKG00843,DSC025,CRT0048,EMP0025
INV00331,2024-11-07 09:00:00,217000,Thẻ Visa/Master,2024-11-07 09:00:00,Đã thanh toán,BKG00412,,CRT0094,EMP0098
INV00332,2024-01-24 20:00:00,610000,MoMo,2024-01-24 20:00:00,Đã thanh toán,BKG01204,,CRT0045,EMP0091
INV00333,2024-05-09 19:00:00,291000,Tiền mặt,2024-05-09 19:00:00,Đã thanh toán,BKG00951,,CRT0006,EMP0038
INV00334,2024-02-16 19:00:00,697000,Chuyển khoản ngân hàng,2024-02-16 19:00:00,Hủy,BKG00345,DSC015,CRT0035,EMP0049
INV00335,2024-07-21 17:00:00,664000,ZaloPay,2024-07-21 17:00:00,Đã thanh toán,BKG00091,DSC030,CRT0069,EMP0147
INV00336,2024-12-07 18:00:00,827000,Tiền mặt,2024-12-07 18:00:00,Đã thanh toán,BKG00812,,CRT0090,EMP0042
INV00337,2024-06-23 18:00:00,1551000,Chuyển khoản ngân hàng,2024-06-23 18:00:00,Đã thanh toán,BKG00309,,CRT0100,EMP0044
INV00338,2024-10-18 08:00:00,1136000,Chuyển khoản ngân hàng,2024-10-18 08:00:00,Đã thanh toán,BKG00244,,CRT0001,EMP0114
INV00339,2024-09-04 20:00:00,638000,Chuyển khoản ngân hàng,2024-09-04 20:00:00,Đã thanh toán,BKG00266,,CRT0103,EMP0071
INV00340,2024-12-15 17:00:00,1232000,Tiền mặt,2024-12-15 17:00:00,Đã thanh toán,BKG01192,,CRT0002,EMP0117
INV00341,2024-01-16 18:00:00,1124000,ZaloPay,2024-01-16 18:00:00,Hủy,BKG00663,DSC051,CRT0031,EMP0133
INV00342,2024-09-06 19:00:00,474000,Thẻ Visa/Master,2024-09-06 19:00:00,Đã thanh toán,BKG00418,,CRT0092,EMP0114
INV00343,2024-05-04 07:00:00,610000,Thẻ Visa/Master,2024-05-04 07:00:00,Đã thanh toán,BKG00106,,CRT0075,EMP0022
INV00344,2024-12-09 20:00:00,1276000,VNPay,2024-12-09 20:00:00,Đã thanh toán,BKG01197,,CRT0009,EMP0134
INV00345,2024-04-13 17:00:00,615000,VNPay,2024-04-13 17:00:00,Đã thanh toán,BKG00060,DSC045,CRT0035,EMP0044
INV00346,2024-02-10 19:00:00,692000,Chuyển khoản ngân hàng,2024-02-10 19:00:00,Chưa thanh toán,BKG00438,,CRT0057,EMP0113
INV00347,2024-02-17 19:00:00,972000,Tiền mặt,2024-02-17 19:00:00,Đã thanh toán,BKG00976,DSC048,CRT0009,EMP0064
INV00348,2024-01-27 14:00:00,359000,ZaloPay,2024-01-27 14:00:00,Đang xử lý,BKG00179,DSC010,CRT0017,EMP0121
INV00349,2024-05-01 16:00:00,439000,ShopeePay,2024-05-01 16:00:00,Đã thanh toán,BKG01338,,CRT0034,EMP0068
INV00350,2024-01-27 09:00:00,335000,ZaloPay,2024-01-27 09:00:00,Hủy,BKG00302,DSC045,CRT0004,EMP0016
INV00351,2024-12-25 19:00:00,255000,Tiền mặt,2024-12-25 19:00:00,Chưa thanh toán,BKG00486,,CRT0036,EMP0141
INV00352,2024-10-07 19:00:00,602000,Chuyển khoản ngân hàng,2024-10-07 19:00:00,Chưa thanh toán,BKG01316,,CRT0006,EMP0141
INV00353,2024-02-22 17:00:00,868000,Thẻ Visa/Master,2024-02-22 17:00:00,Chưa thanh toán,BKG00271,,CRT0064,EMP0102
INV00354,2024-03-09 14:00:00,522000,Tiền mặt,2024-03-09 14:00:00,Đã thanh toán,BKG01062,,CRT0071,EMP0077
INV00355,2024-05-10 17:00:00,917000,Tiền mặt,2024-05-10 17:00:00,Đã thanh toán,BKG00853,,CRT0057,EMP0138
INV00356,2024-04-09 19:00:00,533000,Tiền mặt,2024-04-09 19:00:00,Đã thanh toán,BKG00817,DSC018,CRT0022,EMP0125
INV00357,2024-05-22 17:00:00,537000,Chuyển khoản ngân hàng,2024-05-22 17:00:00,Chưa thanh toán,BKG00600,,CRT0050,EMP0014
INV00358,2024-07-13 18:00:00,529000,Tiền mặt,2024-07-13 18:00:00,Đã thanh toán,BKG00835,DSC023,CRT0102,EMP0026
INV00359,2024-10-17 18:00:00,529000,Tiền mặt,2024-10-17 18:00:00,Đã thanh toán,BKG00322,,CRT0082,EMP0026
INV00360,2024-07-11 19:00:00,154000,Tiền mặt,2024-07-11 19:00:00,Hủy,BKG00839,,CRT0059,EMP0103
INV00361,2024-04-14 20:00:00,414000,Tiền mặt,2024-04-14 20:00:00,Đã thanh toán,BKG01251,,CRT0093,EMP0121
INV00362,2024-06-06 19:00:00,96000,Tiền mặt,2024-06-06 19:00:00,Đã thanh toán,BKG00370,DSC005,CRT0003,EMP0034
INV00363,2024-06-12 19:00:00,377000,Tiền mặt,2024-06-12 19:00:00,Đã thanh toán,BKG00576,DSC058,CRT0028,EMP0112
INV00364,2024-10-20 18:00:00,298000,MoMo,2024-10-20 18:00:00,Chưa thanh toán,BKG01088,,CRT0050,EMP0126
INV00365,2024-04-08 16:00:00,636000,MoMo,2024-04-08 16:00:00,Đã thanh toán,BKG00355,,CRT0036,EMP0018
INV00366,2024-08-31 20:00:00,353000,Tiền mặt,2024-08-31 20:00:00,Đã thanh toán,BKG01075,DSC059,CRT0072,EMP0054
INV00367,2024-10-26 17:00:00,296000,Thẻ Visa/Master,2024-10-26 17:00:00,Đã thanh toán,BKG00908,,CRT0037,EMP0112
INV00368,2024-11-13 15:00:00,443000,Tiền mặt,2024-11-13 15:00:00,Đã thanh toán,BKG01393,DSC041,CRT0026,EMP0072
INV00369,2024-07-12 19:00:00,912000,Thẻ Visa/Master,2024-07-12 19:00:00,Chưa thanh toán,BKG00051,DSC015,CRT0084,EMP0034
INV00370,2024-02-21 07:00:00,440000,Tiền mặt,2024-02-21 07:00:00,Đã thanh toán,BKG01215,,CRT0064,EMP0045
INV00371,2024-01-22 18:00:00,585000,Tiền mặt,2024-01-22 18:00:00,Đã thanh toán,BKG00947,,CRT0109,EMP0107
INV00372,2024-01-14 19:00:00,570000,Tiền mặt,2024-01-14 19:00:00,Đã thanh toán,BKG01367,,CRT0039,EMP0114
INV00373,2024-05-16 21:00:00,226000,Tiền mặt,2024-05-16 21:00:00,Đã thanh toán,BKG00200,,CRT0093,EMP0147
INV00374,2024-05-30 21:00:00,784000,ZaloPay,2024-05-30 21:00:00,Chưa thanh toán,BKG00738,DSC041,CRT0021,EMP0094
INV00375,2024-07-02 18:00:00,1194000,Tiền mặt,2024-07-02 18:00:00,Đã thanh toán,BKG00879,,CRT0053,EMP0024
INV00376,2024-01-13 18:00:00,234000,Chuyển khoản ngân hàng,2024-01-13 18:00:00,Đã thanh toán,BKG00286,DSC060,CRT0006,EMP0123
INV00377,2024-06-30 11:00:00,655000,Chuyển khoản ngân hàng,2024-06-30 11:00:00,Đã thanh toán,BKG01269,,CRT0077,EMP0097
INV00378,2024-06-14 16:00:00,548000,MoMo,2024-06-14 16:00:00,Đang xử lý,BKG01352,,CRT0064,EMP0024
INV00379,2024-09-28 09:00:00,452000,MoMo,2024-09-28 09:00:00,Đang xử lý,BKG00451,DSC038,CRT0090,EMP0004
INV00380,2024-04-27 18:00:00,163000,Chuyển khoản ngân hàng,2024-04-27 18:00:00,Chưa thanh toán,BKG00436,DSC045,CRT0039,EMP0073
